sector,a,b,c,d
T78262B,-1.608552773037451,-810.2300047652822,4290.206501907164,8.200480774173089
T78262C,-1.5880854142020504,-32.101575908307055,4616.245400667744,15.951675041686395
T78264A,-3.4527507495358654,5.582599470936097,4.074187891363762e-07,-264.75897280151804
T78264B,-3.1264241203577576,5.932005859464019,4.7002028638446296e-07,-376.2742338962372
T78264C,-2.5826414597997522,5.847521027439382,1.2163734013367446e-07,-343.067647511287
T78269A,3.5123502038558736,12.520986726264491,0.0001222731283103752,-274012.68447127397
T78269B,2.3727647104538545,10.879021998109573,0.00020021371207708843,-53037.831009646725
T78269C,2.821145845428257,11.98998159087752,0.00010422903671149307,-161126.80716978305
T78270A,2.807072738721468,12.177257967396173,8.512578895879452e-05,-194310.90997337608
T78270B,-2.194380712134321,-1047.1166591029116,181.76366351629073,2.1043018946467695
T78270C,-1.5203156688756663,-1.9916212913007367,2973.8573946611423,2.8761740832618554
T78271A,-1.090623351984676,-28.343720326310052,3170.7073940851087,20.47899742378853
T78271B,-0.9896834723724984,2.7113091517232486,0.02325415697005777,3.49000066760777
T78271C,-0.27940084024248335,3.3386224849778583,0.07492485552159794,15.058518741096545
T78273A,-2.1154335689490584,-357.93387457236474,356.08659011671216,2.9051665577182373
T78273B,-0.9861260642883071,5.278675702330596,1.0624718180090288e-07,-185.55703265484328
T78273C,-0.4857132984475501,2.9137345662315437,0.05325743773782066,9.846222620424317
T78274A,1.1945847524088509,7.310475837886736,0.0022440367504269923,-1474.8311915500813
T78274B,-0.000565539031152256,6.867981742301385,0.00102481599732171,-957.382282075876
T78274C,3.935508402111209,13.349878415295207,8.18248435332562e-05,-627726.9875955404
T78279A,-1.741713052584952,5.175509995441031,0.0009179653941180375,-175.32063200131321
T78279B,-1.6056752985194265,6.450339639384712,0.00029892476774820865,-632.2906389378511
T78279C,-3.131039871699658,5.937707687753103,-1.6523008341016886e-07,-378.73620370643476
T78280A,-0.6581160345333382,5.652443508454643,0.00198643144888851,-282.9569173559623
T78280B,-2.285046465212628,5.8066863197262135,-9.449387378675153e-08,-327.27479372713805
T78280C,3.553232265159792,13.01822806099576,7.780416569859802e-05,-450541.61847107805
T70731A,-3.1259322236834017,-2795.0959700928233,335.8666184591933,2.3997385183502424
T70731B,-1.4974659929007794,-1808.6907803795157,225.11979774899888,3.2044609900095944
T70731C,-1.5046075013805533,-2024.857530465149,246.6389171989907,3.7168407345290735
T36870A,-1.9018604580860925,-234790.811542256,18533.767247639862,-1.4755515548966223
T36870B,-3.2057010256158236,-228810.27012353422,18035.75716792914,0.3070808384342056
T70736A,-2.226310749700072,1.0,4117463.496788303,1.7341336290788052
T70736B,-1.4205409182535134,1.0,7296661.52126471,1.510558690884314
T70736C,-1.1663072373072092,1.0,13070510.882725772,6.9687638615335725
